,PDF_ID,Title,Publication Year
PDF03482,50145_6922,Effects of community-accessible biochar and compost on diesel-contaminated soil,2020
PDF03483,74109_9493,Effects of copyrolysis of sludge with calcium carbonate and calcium hydrogen phosphate on chemical stability of carbon and release of toxic elements in the resultant biochars,2017
PDF03484,57467_7674,Effects of manganese oxide-modified biochar composites on arsenic speciation and accumulation in an indica rice (Oryza sativa L.) cultivar,2016
PDF03485,41650_6407,Effects of modified biochar on rhizosphere microecology of rice (Oryza sativa L.) grown in As-contaminated soil,2017
PDF03486,52703_8623,Effects of organic-inorganic amendments on the cadmium fraction in soil and its accumulation in rice (Oryza sativa L.),2019
PDF03487,67461_11459,"Effects of phytolithic rice-straw biochar, soil buffering capacity and pH on silicon bioavailability",2019
PDF03488,63384_8439,Effects of recyclable ceramsite as the porous bulking agent during the continuous thermophilic composting of dairy manure,2019
PDF03489,28617_4094,Effects of spent liquor recirculation in hydrothermal carbonization,2016
PDF03490,82882_10371,Effects of the amendment of biochars and carbon nanotubes on the bioavailability of hexabromocyclododecanes (HBCDs) in soil to ecologically different species of earthworms,2017
PDF03491,84530_13315,Effects of biochar addition on soil hydraulic properties before and after freezing-thawing,2019
PDF03492,20970_2970,,2019
PDF03493,59068_9080,Efficacy of Chicken Litter and Wood Biochars and Their Activated Counterparts in Heavy Metal Clean up from Wastewater,2015
PDF03494,44080_6837,Efficient Low Temperature Hydrothermal Carbonization of Chinese Reed for Biochar with High Energy Density,2017
PDF03495,75656_9141,Efficient recovery of rare earth elements from discarded NdFeB magnets,2019
PDF03496,46037_7060,NPG_SREP_SREP12638.xmp,2015
PDF03497,59956_7612,Efficient removal of perfluorinated compounds from water using a regenerable magnetic activated carbon,2019
PDF03498,60168_9061,sc8b05992 1..12,2019
PDF03499,55522_7572,Electric field induces electron flow to simultaneously enhance the maturity of aerobic composting and mitigate greenhouse gas emissions,2019
PDF03500,87287_14431,b'Electroactive Biochar for Large-Scale Environmental Applications of Microbial Electrochemistry.pdf',2020
PDF03501,88847_11683,Electroactive biochar outperforms highly conductive carbon materials for biodegrading pollutants by enhancing microbial extracellular electron transfer,2019
PDF03502,20110_3276,ef5b01240 1..5,2015
PDF03503,41140_6488,Energetic Combustion Characteristics and Environmental Impact of Moroccan Biomass Wastes and Their Solid Biofuel,2019
PDF03504,67389_8946,Engineered multifunctional sand for enhanced removal of stormwater runoff contaminants in fixed-bed column systems,2019
PDF03505,60948_9394,la8b04179 1..12,2019
PDF03506,46873_6662,la9b00438 1..9,2019
PDF03507,52542_8860,11104_2015_2427_Article 7..20,2015
PDF03508,41628_6393,b'Enhanced hexavalent chromium (Cr(VI)) removal from aqueous solution by Fe-Mn oxide-modified cattai biochar adsorption characteristics and mechanism.pdf',2020
PDF03509,55912_6921,Enhancement of chromate reduction in soils by surface modified biochar,2016
PDF03510,35338_4618,Enhancement of energy recovery from chicken manure by pyrolysis in carbon dioxide,2017
PDF03511,56722_7664,Enhancement of gasworks groundwater remediation by coupling a bio-electrochemical and activated carbon system,2019
PDF03512,63792_9403,Enhancement of maize plant growth with inoculation of phosphate-solubilizing bacteria and biochar amendment in soil,2017
PDF03513,46493_7677,scms-2018-0376_XML 1..10,2019
PDF03514,39597_5281,Enhancing syntrophic metabolism in up-flow anaerobic sludge blanket reactors with conductive carbon materials,2015
PDF03515,35273_6109,b'Enhancing the adsorption capability of areca leaf biochar for methylene blue by K2FeO4-catalyzed oxidative pyrolysis at low temperature.pdf',2020
PDF03516,116935_15233,Environmental application of biochar_ Current status and perspectives,2017
PDF03517,81313_13762,Environmental performance of gasified willow from different lands including land‐use changes,2017
PDF03518,43809_7191,Enzymatic hydrolysis lignin derived hierarchical porous carbon for supercapacitors in ionic liquids with high power and energy densities,2017
PDF03519,69046_9828,"b'Equilibrium Isotherm, Kinetic, and Thermodynamic Studies of Divalent Cation Adsorption onto Calamus gracilis Sawdust-Based Activated Carbon.pdf'",2017
PDF03520,26101_3407,Establishing a green platform for biodiesel synthesis via strategic utilization of biochar and dimethyl carbonate,2017
PDF03521,69371_10321,Esterification of Palm Fatty Acid Distillate for Biodiesel Production Catalyzed by Synthesized Kenaf Seed Cake-Based Sulfonated Catalyst,2019
PDF03522,50818_7559,b'Evaluating biochar impact on topramezone adsorption behavior on soil under no-tillage and rotary tillage.pdf',2019
PDF03523,84001_11766,Evaluating the relative contribution of physiochemical and biological factors in ameliorating a saline–sodic soil amended with composts and biochar and leached with reclaimed water,2015
PDF03524,38003_5513,b'Evaluation of Integrated Anaerobic Digestion and Hydrothermal Carbonization for Bioenergy Production.pdf',2017
PDF03525,63365_10062,Evaluation of phosphorus adsorption capacity of sesame straw biochar on aqueous solution: influence of activation methods and pyrolysis temperatures,2015
PDF03526,70841_8884,"Evaluation of pilot-scale biochar-amended woodchip bioreactors to remove nitrate, metals, and trace organic contaminants from urban stormwater runoff",2019
PDF03527,40735_7123,11270_2015_2556_Article 1..11,2015
PDF03528,49364_6537,Experimental study on the vegetation characteristics of biochar-modified vegetation concrete,2019
PDF03529,53840_7418,Exploring the influence of solar pyrolysis operation parameters on characteristics of carbon materials,2019
PDF03530,77160_10160,Exposure of agricultural crops to nanoparticle CeO2 in biochar-amended soil,2016
PDF03531,53676_8347,jp9b00823 1..10,2019
PDF03532,78519_10922,"Effect of biochars pyrolyzed in N2 and CO2, and feedstock on microbial community in metal(loid)s contaminated soils",2019
PDF03533,37678_6042,Effective removal of aqueous glyphosate using CuFe2O4@biochar derived from phragmites,2019
PDF03534,48422_6162,Effects of organic molecules from biochar-extracted liquor on the growth of rice seedlings,2019
PDF03535,52359_7741,Effects of pyrolysis temperature on nitrate-nitrogen (NO3−-N) and bromate (BrO3−) adsorption onto date palm biochar,2019
PDF03536,34330_5632,Fabrication of biochars obtained from valorization of biowaste and evaluation of its physicochemical properties,2017
PDF03537,81847_10013,Fabrication of novel magnetic MnFe2O4/bio-char composite and heterogeneous photo-Fenton degradation of tetracycline in near neutral pH,2019
PDF03538,50660_7695,sc9b00027 1..11,2019
PDF03539,37173_4845,Facile and fast removal of oil through porous carbon spheres derived from the fruit of Liquidambar formosana,2016
PDF03540,162001_11230,Facile one-pot synthesis of iron nanoparticles immobilized into the porous hydrochar for catalytic decomposition of phenol,2017
PDF03541,50700_6003,Facile synthesis of Ag/Ag3PO4/AMB composite with improved photocatalytic performance,2016
PDF03542,51187_6812,Facile synthesis of Cu(II) impregnated biochar with enhanced adsorption activity for the removal of doxycycline hydrochloride from water,2017
PDF03543,88610_11862,Facile and low-cost fabrication of ZnO/biochar nanocomposites from jute fibers for efficient and stable photodegradation of methylene blue dye,2019
PDF03544,45005_5893,Facile synthesis of porous carbons from silica-rich rice husk char for volatile organic compounds (VOCs) sorption,2019
PDF03545,54940_7930,Investigating the sorption behavior of cadmium from aqueous solution by potassium permanganate-modified biochar: quantify mechanism and evaluate the modification method,2018
PDF03546,47059_7447,Removal of tetracycline from aqueous solution by biochar derived from rice straw,2018
PDF03547,48165_6559,Fast pyrolysis of durian (Durio zibethinus L) shell in a drop-type fixed bed reactor: Pyrolysis behavior and product analyses,2017
PDF03548,33819_5058,ef5b02428 1..7,2015
PDF03549,31543_4741,b'Feasibility and Concurrent Remediation of Red Mud as an in situ Pyrolysis Catalyst .pdf',2019
PDF03550,54441_8481,EES-2015-0243-ver9-Kearns_4P 912..921,2015
PDF03551,59804_8248,"Feed supplementation with biochar may reduce poultry pathogens, including Campylobacter hepaticus, the causative agent of Spotty Liver Disease",2019
PDF03552,70096_10849,b'Fertilization and Application of Different Biochar Types and their Mutual Interactions Influencing Changes of Soil Characteristics in Soils of Different Textures.pdf',2019
PDF03553,35012_5309,b'Field Evaluation of Newly-Developed Controlled Release Fertilizer on Rice Production and Nitrogen Uptake.pdf',2017
PDF03554,51805_8145,Field-aged biochar reduces the greenhouse gas balance in a degraded vegetable field treated by reductive soil disinfestation,2019
PDF03555,62438_7415,Fire condensates and charcoals: Chemical composition and fuel source identification,2019
PDF03556,43083_6710,Forecasting the byproducts generated by hydrothermal carbonisation of municipal solid wastes,2016
PDF03557,108852_13250,"Formation, characteristics, and applications of environmentally persistent free radicals in biochars_ A review",2019
PDF03558,65152_9457,"Framework to improve sustainability of agriculture in small islands: The case of Pistacia vera L. cultivation in Aegina, Greece",2017
PDF03559,46792_7052,From harmful Microcystis blooms to multi-functional core-double-shell microsphere bio-hydrochar materials,2017
PDF03560,289269_40804,"Negative emissions„Part 2: Costs, potentials and side effects",2018
PDF03561,75735_9796,GHG impacts of biochar: Predictability for the same biochar,2015
PDF03562,38532_5766,ie5b02614 1..9,2015
PDF03563,54973_8969,Greenhouse gas emissions from passive composting of manure and digestate with crop residues and biochar on small-scale livestock farms in Vietnam,2015
PDF03564,35156_6892,Biochar carrier application for nitrogen removal of domestic WWTPs in winter: challenges and opportunities,2018
PDF03565,52082_7478,es5b03541 1..10,2015
PDF03566,56064_9403,Heterogeneous biochars from agriculture residues and coal fly ash for the removal of heavy metals from coking wastewater,2019
PDF03567,41786_5913,Heterogeneous photo-Fenton degradation of organic pollutants with amorphous Fe-Zn-oxide/hydrochar under visible light irradiation,2017
PDF03568,49598_7396,"b'Hexavalent chromium adsorption on virgin, biochar, and chemically modified carbons prepared from Phanera vahlii fruit biomass_ equilibrium, kinetics, and thermodynamics approach.pdf'",2020
PDF03569,58629_8787,High Performance Bacteria Anchored by Nanoclay to Boost Straw Degradation,2019
PDF03570,47858_8432,b'High-efficiency adsorption of tetracycline by the prepared waste collagen fiber-derived porous biochar.pdf',2020
PDF03571,55905_8401,sc8b06198 1..11,2019
PDF03572,53326_8455,Highly efficient removal of Cr(VI) and Cu(II) by biochar derived from Artemisia argyi stem,2019
PDF03573,49329_6736,Highly synergistic effects on ammonium removal by the co-system of Pseudomonas stutzeri XL-2 and modified walnut shell biochar,2020
PDF03574,64871_8833,"Ratcheting ambition to limit warming to 1.5""00B0`0C""2013`0trade-offs between emission reductions and carbon dioxide removal",2018
PDF03575,56260_7641,Hydrochar production from watermelon peel by hydrothermal carbonization,2017
PDF03576,43434_6818,Hydrogen-Rich Gas Production from Steam Gasification of Bio-char in the Presence of CaO,2016
PDF03577,53763_7617,sc7b00276 1..9,2017
